id,name,task_description,area,budgeted_amount,status,asset_id,asset_type,fiscal_year,start_date,inactive,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
1299508675,STEP REPAIR AND REPLACEMENT,GREENFIELD AVE - STEP UPGRADES,Engineering and Construction,135000,Planned,Greenfield Ave at Magee Playground to Blanton St,Step,2019,2019-02-06,f,Greenfield,5,15,42003151700,3,15,4,2-12,40.42435726,-79.93793658
1539527490,STEP REPAIR AND REPLACEMENT,HALPIN ST - STEP UPGRADES,Engineering and Construction,300000,Planned,Halpin St from Maple Terrace to Belonda St,Step,2019,2019-02-06,f,Mount Washington,2,19,42003191400,5,19,3,4-27,40.42954779,-80.01093069
976768437,STEP REPAIR AND REPLACEMENT,JAMES ST - STEP UPGRADES,Engineering and Construction,200000,Planned,James St to Fountain St,Step,2019,2019-02-06,f,Central Northside,6,25,42003220600,1,25,1,1-6,40.45851691,-80.00227922
509160176,BIKE SHARE,Education and Outreach,Engineering and Construction,1500,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
563830573,BIKE SHARE,Shipping,Engineering and Construction,9000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
279361630,BIKE SHARE,Administration,Engineering and Construction,10000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
850241936,BIKE SHARE,Import Duties and Customs,Engineering and Construction,18000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
959725113,BIKE SHARE,Education and Outreach,Engineering and Construction,48500,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
2138074579,BIKE SHARE,"Planning, Engineering, and Siting",Engineering and Construction,50000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
640076703,BIKE SHARE,Docks (500),Engineering and Construction,125000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1176645534,BIKE SHARE,Kiosks (25),Engineering and Construction,187500,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1591414121,BIKE SHARE,Bikes (250),Engineering and Construction,325000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
209060648,"DESIGN, CONSTRUCTION, AND INSPECTION SERVICES",Structures Engineering,Engineering and Construction,150000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
368069498,"DESIGN, CONSTRUCTION, AND INSPECTION SERVICES",Infrastructure Engineering,Engineering and Construction,200000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1215759115,"DESIGN, CONSTRUCTION, AND INSPECTION SERVICES",CM/CI Services,Engineering and Construction,200000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
491681199,FLEX BEAM GUIDERAILS AND FENCING,Flex Beam Guiderails,Engineering and Construction,50000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1936205750,PENNDOT LOCAL SHARE (TIP),PennDOT ADA Ramp Reconstruction,Engineering and Construction,100000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
829194288,PENNDOT LOCAL SHARE (TIP),PennDOT Investments in City Infrastructure,Engineering and Construction,100000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1794700793,RAMP AND PUBLIC SIDEWALK,City Sidewalks,Engineering and Construction,50000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
337260139,RAMP AND PUBLIC SIDEWALK,ADA Curb Ramps and Public Sidewalks,Engineering and Construction,100000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
694053351,STEP REPAIR AND REPLACEMENT,City Accelerator Step Assessment,Engineering and Construction,100000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
2034448920,STEP REPAIR AND REPLACEMENT,City Accelerator Step Assessment,Engineering and Construction,100000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1449414446,STREET RESURFACING,Bike and Pedestrian Thermoplastic Paint,Engineering and Construction,200000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
865803673,STREET RESURFACING,Bituminous,Engineering and Construction,247800,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
587640297,STREET RESURFACING,Concrete,Engineering and Construction,250000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1558979641,STREET RESURFACING,Bituminous,Engineering and Construction,270000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1999360877,STREET RESURFACING,Pavement Markings,Engineering and Construction,465000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
92641545,STREET RESURFACING,Crack Sealing,Engineering and Construction,465000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1805286209,STREET RESURFACING,Ramps,Engineering and Construction,472170,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1902507792,STREET RESURFACING,Ramps,Engineering and Construction,477830,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1730837914,STREET RESURFACING,Pothole Materials,Engineering and Construction,620000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1519237168,STREET RESURFACING,Brick/Block,Engineering and Construction,750000,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
260852692,STREET RESURFACING,Bituminous,Engineering and Construction,10516025,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1817977216,TRAIL DEVELOPMENT,Trolley Trail Phase 2,Engineering and Construction,61935.28,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
1857056005,TRAIL DEVELOPMENT,Trolley Trail Phase 2,Engineering and Construction,247741.12,Planned,,Non-Asset,2017,2017-02-08,,,,,,,,,,0,0
768422847,ADVANCED TRANSPORTATION AND CONGESTION MANAGEMENT TECHNOLOGIES DEVELOPMENT (ATCMTD),ATCMTD - Design Services,Engineering and Construction,2570726,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
586449757,BIKE SHARE,"Phase II - Planning, Engineering, and Siting",Engineering and Construction,66500,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
414683709,BRIDGE REPAIRS,Deck Preservations,Engineering and Construction,200000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
1483286209,BRIDGE REPAIRS,Expansion Seal Replacement,Engineering and Construction,100000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
28401941,BRIDGE REPAIRS,Inspection/Repair of Small City Spans (<20'),Engineering and Construction,200000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
2101923885,BRIDGE REPAIRS,Scupper Cleaning,Engineering and Construction,100000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
1001685265,COMPLETE STREETS,Baum-Centre Crossings,Engineering and Construction,100000,Planned,,Non-Asset,2018,2018-02-12,,Bloomfield,7,8,42003080400,2,8,5,3-1,40.4555272,-79.94157817
1410754824,COMPLETE STREETS,Brighton Road - Bike Infrastructure,Engineering and Construction,100000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
1434277116,COMPLETE STREETS,Ellsworth Slow Street,Engineering and Construction,250000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
630933327,COMPLETE STREETS,Grandview Avenue Traffic Calming,Engineering and Construction,50000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
1388920088,COMPLETE STREETS,Neighborhood Traffic Calming Response,Engineering and Construction,360000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
19010505,COMPLETE STREETS,Parkfield Street Traffic Calming,Engineering and Construction,20000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
417961382,COMPLETE STREETS,Prospect Drive Traffic Calming,Engineering and Construction,20000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
997812955,COMPLETE STREETS,Saline Street Traffic Calming,Engineering and Construction,50000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
38649428,COMPLETE STREETS,South Dallas Avenue Road Diet,Engineering and Construction,100000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
781551224,"DESIGN, CONSTRUCTION, AND INSPECTION SERVICES",Construction Management/Construction Inspection,Engineering and Construction,100000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
1349042598,"DESIGN, CONSTRUCTION, AND INSPECTION SERVICES",Vision Zero Study,Engineering and Construction,300000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
1432606856,DISTRICT 7 MOBILITY TRUST FUND,"Pedestrian Improvements, Mobility, and Infrastructure",Engineering and Construction,100000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
1794716527,EAST CARSON STREET (PENNDOT),East Carson Street - Construction,Engineering and Construction,1500000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
1570344567,FLEX BEAM GUIDERAILS AND FENCING,Contingency,Engineering and Construction,75000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
2004454999,FLOOD CONTROL PROJECTS,Stormwater Improvements in Carrick,Engineering and Construction,350000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
1528881208,FLOOD CONTROL PROJECTS,Streets Run - Redesign,Engineering and Construction,2500000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
2122448353,FOUR MILE RUN,Four Mile Run - Design,Engineering and Construction,4000000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
255077186,LIBERTY AVENUE (HSIP),Liberty Avenue (HSIP) - Preliminary Design,Engineering and Construction,300000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
143087396,"PENN AVENUE RECONSTRUCTION, PHASE II (TIP)","Penn Avenue Reconstruction, Phase II - Final Design",Engineering and Construction,16000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
785804382,"PENN AVENUE RECONSTRUCTION, PHASE II (TIP)","Penn Avenue Reconstruction, Phase II - Utility Clearance",Engineering and Construction,50000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
9340870,RAMP AND PUBLIC SIDEWALK,ADA Compliant Ramps,Engineering and Construction,150000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
512005925,RAMP AND PUBLIC SIDEWALK,Critical Sidewalk Gaps,Engineering and Construction,250000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
19932800,RAMP AND PUBLIC SIDEWALK,Public Sidewalks,Engineering and Construction,150000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
421416203,SMALLMAN STREET RECONSTRUCTION,Smallman Street Reconstruction,Engineering and Construction,11900000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
974643338,STEP REPAIR AND REPLACEMENT,Repairs to City Steps,Engineering and Construction,360000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
2111221477,STREET RESURFACING,Grant Street - Brick Repairs,Engineering and Construction,950000,Planned,,Non-Asset,2018,2018-02-12,,Central Business District,6,1,42003020100,6,1,2,1-4,40.43842212,-79.99746054
641977636,STREETSCAPE AND INTERSECTION RECONSTRUCTION,Liberty Avenue Complete Streets Upgrades with Crosswalks,Engineering and Construction,50000,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
339801633,STREETSCAPE AND INTERSECTION RECONSTRUCTION,South 21st Street Complete Green Streets,Engineering and Construction,4982045,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
2022935395,TRAIL DEVELOPMENT,Trolley Trail Phase 2,Engineering and Construction,350863.2,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
275544547,STREET RESURFACING,Street Resurfacing City Wide,Engineering and Construction,15065798,Planned,,Non-Asset,2018,2018-02-12,,,,,,,,,,0,0
1084471235,ADVANCED TRANSPORTATION AND CONGESTION MANAGEMENT TECHNOLOGIES DEVELOPMENT (ATCMTD),ATCMTD - SMART SIGNALS,Engineering and Construction,1000000,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
417623467,ADVANCED TRANSPORTATION AND CONGESTION MANAGEMENT TECHNOLOGIES DEVELOPMENT (ATCMTD),ATCMTD - SMART SIGNALS,Engineering and Construction,10306977.5,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
914784172,BRIDGE UPGRADES,CONTINGENCY - BRIDGE UPGRADES,Engineering and Construction,500000,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
1182119728,BUS RAPID TRANSIT,PHASE I STREET AND SIGNAL IMPROVEMENTS,Engineering and Construction,1500000,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
2124485771,BUS RAPID TRANSIT,PHASE I STREET AND SIGNAL IMPROVEMENTS,Engineering and Construction,3000000,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
316638988,COMPLETE STREETS,GREEN LIGHT GO - PEDESTRIAN INFRASTRUCTURE UPGRADES,Engineering and Construction,200000,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
1878656519,COMPLETE STREETS,GREEN LIGHT GO - PEDESTRIAN INFRASTRUCTURE UPGRADES,Engineering and Construction,527500,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
517149896,COMPLETE STREETS,LOCAL AUTOMATED RED LIGHT ENFORCEMENT PLANNING,Engineering and Construction,100000,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
1579553500,COMPLETE STREETS,NEIGHBORHOOD TRAFFIC CALMING,Engineering and Construction,190000,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
625732325,COMPLETE STREETS,NEIGHBORHOOD TRAFFIC CALMING,Engineering and Construction,300000,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
1338612073,COMPLETE STREETS,ONEPGH  INTEGRATED TRAFFIC SIGNAL DEVELOPMENT PLAN,Engineering and Construction,600000,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
1665485170,COMPLETE STREETS,SIGNAL PROJECT DESIGN SERVICES,Engineering and Construction,250000,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
997048169,COMPLETE STREETS,VISION ZERO - HIGH CRASH CORRIDOR REMEDIATION,Engineering and Construction,150000,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
548255638,COMPLETE STREETS,VISION ZERO - HIGH CRASH CORRIDOR REMEDIATION,Engineering and Construction,200000,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
521960907,COMPLETE STREETS,VISION ZERO - INTERSECTION SAFETY REMEDIATION,Engineering and Construction,100000,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
232367219,COMPLETE STREETS,VISION ZERO - INTERSECTION SAFETY REMEDIATION,Engineering and Construction,100000,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
577372230,"DESIGN, CONSTRUCTION, AND INSPECTION SERVICES",LARGE PROJECT CONSTRUCTION MANAGEMENT/CONSTRUCTION INSPECTION,Engineering and Construction,450000,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
1488442556,FLEX BEAM GUARDRAILS AND FENCING,FLEX BEAM GUARDRAIL REPLACEMENT,Engineering and Construction,100000,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
194595614,LED STREETLIGHT UPGRADE,CITYWIDE LED LIGHTING UPGRADE,Engineering and Construction,14000000,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
1473608663,RAMP AND PUBLIC SIDEWALK,CRITICAL SIDEWALK GAPS,Engineering and Construction,100000,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
774970860,RAMP AND PUBLIC SIDEWALK,CRITICAL SIDEWALK GAPS,Engineering and Construction,300000,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
1826348566,RAMP AND PUBLIC SIDEWALK,PUBLIC SIDEWALK UPGRADES,Engineering and Construction,200000,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
1343990211,STEP REPAIR AND REPLACEMENT,UPGRADES TO CITY STEPS,Engineering and Construction,100000,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
702343268,STREET RESURFACING,BITUMINOUS PAVING PROGRAM,Engineering and Construction,14570890,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
1121099476,STREET RESURFACING,"CONCRETE, BRICK, AND BLOCKSTONE",Engineering and Construction,4000000,Planned,,Non-Asset,2019,2019-03-20,,,,,,,,,,0,0
780381812,FLOOD CONTROL PROJECTS,SAW MILL RUN - REMEDIATION,Engineering and Construction,300000,Planned,,Non-Asset,2019,2019-03-22,,Duquesne Heights,2,20,42003191400,5,20,3,4-28,40.425479,-80.02091545
614861580,FLOOD CONTROL PROJECTS,STREETS RUN - REMEDIATION,Engineering and Construction,500000,Planned,,Non-Asset,2019,2019-03-22,,Hays,5,31,42003562900,3,31,4,4-20,40.3828662,-79.93289477
369009648,FOUR MILE RUN,FOUR MILE RUN,Engineering and Construction,532345,Planned,,Non-Asset,2019,2019-03-22,,Greenfield,5,15,42003151600,3,15,4,2-12,40.42749834,-79.94729574
531315818,FOUR MILE RUN,FOUR MILE RUN,Engineering and Construction,2500000,Planned,,Non-Asset,2019,2019-03-22,,Greenfield,5,15,42003151600,3,15,4,2-12,40.42747384,-79.9474674
405346252,FOUR MILE RUN,FOUR MILE RUN,Engineering and Construction,7467655,Planned,,Non-Asset,2019,2019-03-22,,Greenfield,5,15,42003151600,3,15,4,2-12,40.4274923,-79.94745254
740490327,TRAIL DEVELOPMENT,JUNCTION HOLLOW TRAIL EXTENSION,Engineering and Construction,50000,Planned,,Non-Asset,2019,2019-03-22,,South Oakland,3,4,42003040900,3,4,4,2-12,40.42982303,-79.95013055
1120100712,SLOPE FAILURE REMEDIATION,FALLOWFIELD AVE - SLOPE IMPROVEMENTS,Engineering and Construction,1000000,Planned,,Non-Asset,2019,2019-03-22,,Beechview,4,19,42003191600,5,19,6,4-28,40.41116896,-80.02376746
1829704652,TRAIL DEVELOPMENT,WASHINGTON BOULEVARD TRAIL,Engineering and Construction,75000,Planned,,Non-Asset,2019,2019-03-22,,Lincoln-Lemington-Belmar,7,12,42003981800,2,12,5,3-15,40.48340495,-79.90775223
1797590590,SLOPE FAILURE REMEDIATION,UPPER GREENLEAF - SLOPE IMPROVEMENTS,Engineering and Construction,750000,Planned,,Non-Asset,2019,2019-03-22,,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.44261919,-80.02867486
113484596,TRAIL DEVELOPMENT,MONITOR ST TO FORWARD AVE TRAIL,Engineering and Construction,50000,Planned,,Non-Asset,2019,2019-03-22,,Squirrel Hill South,5,14,42003141400,3,14,4,2-15,40.42627749,-79.9262585
